inventory_id,matrix_ids,page,source_file,source_line,component_type,component_name,source_anchor,data_source,grain,join_or_key,required_columns,fallback_or_empty_state,decision,decision_reason,target_package,evidence_state
P03-0166,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2044,TABLE_AND_EXPORT,Same-sample cluster business summary,"show_table_with_download(
            label=""Same-sample cluster business summary"",
            data=cluster_business,
            file_name=""ml_cluster_business_summary.csv"",
            metadata=export_metadata,
            description=""Cluster size and available observed value evidence."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0167,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2052,TABLE_AND_EXPORT,Historical K-Means course summary,"show_table_with_download(
                label=""Historical K-Means course summary"",
                data=historical_kmeans,
                file_name=""historical_kmeans_summary.csv"",
                metadata=export_metadata,
                description=(
                    ""Historical artifact with its own row count. It is retained for ""
                    ""audit and is not mixed into the same-sample selection chart.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0168,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2064,TABLE_AND_EXPORT,Same-sample DBSCAN 3x3 grid,"show_table_with_download(
            label=""Same-sample DBSCAN 3x3 grid"",
            data=dbscan_grid,
            file_name=""ml_dbscan_grid.csv"",
            metadata=export_metadata,
            description=""Exactly eps 0.5/1.0/2.0 × min_samples 3/5/10."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0169,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2071,TABLE_AND_EXPORT,Same-sample method summary,"show_table_with_download(
            label=""Same-sample method summary"",
            data=method_summary,
            file_name=""ml_method_summary.csv"",
            metadata=export_metadata,
            description=""Selected K-Means, DBSCAN, and LOF settings on one sample."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0170,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2079,TABLE_AND_EXPORT,Historical DBSCAN course summary,"show_table_with_download(
                label=""Historical DBSCAN course summary"",
                data=historical_dbscan,
                file_name=""historical_dbscan_summary.csv"",
                metadata=export_metadata,
                description=(
                    ""Historical artifact with different parameter combinations and ""
                    ""row count; not used by the Package 1 parameter heatmap.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0171,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2091,TABLE_AND_EXPORT,Same-sample LOF feature profile,"show_table_with_download(
            label=""Same-sample LOF feature profile"",
            data=lof_feature_profile,
            file_name=""ml_lof_feature_profile.csv"",
            metadata=export_metadata,
            description=""Average standardized gaps between flagged and normal visitors."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0172,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2098,TABLE_AND_EXPORT,Same-sample LOF investigation queue,"show_table_with_download(
            label=""Same-sample LOF investigation queue"",
            data=lof_investigation,
            file_name=""ml_lof_investigation.csv"",
            metadata=export_metadata,
            description=""Top descriptive cases; not confirmed anomaly labels."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0173,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2106,TABLE_AND_EXPORT,Historical LOF summary,"show_table_with_download(
                label=""Historical LOF summary"",
                data=historical_lof,
                file_name=""historical_lof_summary.csv"",
                metadata=export_metadata,
                description=""Historical artifact retained for audit."",
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0174,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2113,TABLE_AND_EXPORT,Historical outlier comparison,"show_table_with_download(
            label=""Historical outlier comparison"",
            data=outlier_comparison,
            file_name=""historical_outlier_comparison.csv"",
            metadata=export_metadata,
            description=""Different methods and row counts; volume comparison only."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0175,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2120,TABLE_AND_EXPORT,Champion sensitivity after anomaly filtering,"show_table_with_download(
            label=""Champion sensitivity after anomaly filtering"",
            data=final_sensitivity,
            file_name=""ml_champion_sensitivity.csv"",
            metadata=export_metadata,
            description=""Model sensitivity evidence retained separately from LOF proof."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
